Sample name,Biosample ID,Universal_ID,Population elastic IDs,Population name,Population description,Superpopulation name,Population latitude,Population longitude,Color
HGDP00119,,Hazara,HazaraHGDP;HazaraSGDP,Hazara,Hazara in Pakistan,South Asia,33.5,70.0,#FFA500
HGDP00121,,Hazara,HazaraHGDP;HazaraSGDP,Hazara,Hazara in Pakistan,South Asia,33.5,70.0,#FFA500
HGDP00133,,Makrani,MakraniHGDP;MakraniSGDP,Makrani,Makrani in Pakistan,South Asia,26.0,64.0,#FFA500
HGDP00549,,Papuan,PapuanHighlandsHGDP;PapuanSGDP;PapuanSepikHGDP,Papuan Highlands,Papuan Highlands in New Guinea,Oceania,-4.0,143.0,#000000
HGDP00551,,Papuan,PapuanHighlandsHGDP;PapuanSGDP;PapuanSepikHGDP,Papuan Highlands,Papuan Highlands in New Guinea,Oceania,-4.0,143.0,#000000
HGDP00556,,Papuan,PapuanHighlandsHGDP;PapuanSGDP;PapuanSepikHGDP,Papuan Highlands,Papuan Highlands in New Guinea,Oceania,-4.0,143.0,#000000
HGDP00563,,Druze,DruzeHGDP;DruzeSGDP,Druze,"Druze in Carmel, Israel",Middle East,32.0,35.0,#FFFF00
HGDP00568,,Druze,DruzeHGDP;DruzeSGDP,Druze,"Druze in Carmel, Israel",Middle East,32.0,35.0,#FFFF00
HGDP00683,,Palestinian,PalestinianHGDP;PalestinianSGDP,Palestinian,"Palestinian in Central, Israel",Middle East,32.0,35.0,#FFFF00
HGDP00688,,Palestinian,PalestinianHGDP;PalestinianSGDP,Palestinian,"Palestinian in Central, Israel",Middle East,32.0,35.0,#FFFF00
HGDP00690,,Palestinian,PalestinianHGDP;PalestinianSGDP,Palestinian,"Palestinian in Central, Israel",Middle East,32.0,35.0,#FFFF00
HGDP00703,,CLM,ColombianHGDP;CLM,Colombian,Colombian in Colombia,America,3.0,-68.0,#FF0000
HGDP00708,,CLM,ColombianHGDP;CLM,Colombian,Colombian in Colombia,America,3.0,-68.0,#FF0000
HGDP00710,,CLM,ColombianHGDP;CLM,Colombian,Colombian in Colombia,America,3.0,-68.0,#FF0000
HGDP00715,,Cambodian,CambodianHGDP;CambodianSGDP,Cambodian,Cambodian in Cambodia,East Asia,12.0,105.0,#008000
HGDP00727,,Palestinian,PalestinianHGDP;PalestinianSGDP,Palestinian,"Palestinian in Central, Israel",Middle East,32.0,35.0,#FFFF00
HGDP00734,,Palestinian,PalestinianHGDP;PalestinianSGDP,Palestinian,"Palestinian in Central, Israel",Middle East,32.0,35.0,#FFFF00
HGDP00739,,Palestinian,PalestinianHGDP;PalestinianSGDP,Palestinian,"Palestinian in Central, Israel",Middle East,32.0,35.0,#FFFF00
HGDP00741,,Palestinian,PalestinianHGDP;PalestinianSGDP,Palestinian,"Palestinian in Central, Israel",Middle East,32.0,35.0,#FFFF00
HGDP00746,,Palestinian,PalestinianHGDP;PalestinianSGDP,Palestinian,"Palestinian in Central, Israel",Middle East,32.0,35.0,#FFFF00
HGDP00753,,JPT,JapaneseHGDP;JapaneseSGDP;JPT,Japanese,Japanese in Japan,East Asia,38.0,138.0,#008000
HGDP00758,,JPT,JapaneseHGDP;JapaneseSGDP;JPT,Japanese,Japanese in Japan,East Asia,38.0,138.0,#008000
HGDP00760,,JPT,JapaneseHGDP;JapaneseSGDP;JPT,Japanese,Japanese in Japan,East Asia,38.0,138.0,#008000
HGDP00765,,JPT,JapaneseHGDP;JapaneseSGDP;JPT,Japanese,Japanese in Japan,East Asia,38.0,138.0,#008000
HGDP00664,,Bougainville,BougainvilleHGDP;BougainvilleSGDP,Bougainville,Bougainville in Bougainville,Oceania,-6.0,155.0,#000000
HGDP00464,,Biaka,BiakaHGDP;BiakaSGDP,Biaka,Biaka in Central Africa Republic,Africa,4.0,17.0,#800080
HGDP00669,,Sardinian,SardinianHGDP;SardinianSGDP,Sardinian,Sardinian in Italy,West Eurasia,40.0,9.0,#0000FF
HGDP00469,,Biaka,BiakaHGDP;BiakaSGDP,Biaka,Biaka in Central Africa Republic,Africa,4.0,17.0,#800080
HGDP00671,,Sardinian,SardinianHGDP;SardinianSGDP,Sardinian,Sardinian in Italy,West Eurasia,40.0,9.0,#0000FF
HGDP00471,,Mbuti,MbutiSGDP;MbutiHGDP,Mbuti,Mbuti in Congo,Africa,1.0,29.0,#800080
HGDP00676,,Palestinian,PalestinianHGDP;PalestinianSGDP,Palestinian,"Palestinian in Central, Israel",Middle East,32.0,35.0,#FFFF00
HGDP00490,,Bougainville,BougainvilleHGDP;BougainvilleSGDP,Bougainville,Bougainville in Bougainville,Oceania,-6.0,155.0,#000000
HGDP00602,,Druze,DruzeHGDP;DruzeSGDP,Druze,"Druze in Carmel, Israel",Middle East,32.0,35.0,#FFFF00
HGDP00515,,French,FrenchHGDP;FrenchSGDP,French,French in France,West Eurasia,46.0,2.0,#0000FF
HGDP00607,,Bedouin,BedouinBSGDP;BedouinHGDP,Bedouin B,Bedouin B in Israel(Negev),Middle East,31.0,35.0,#FFFF00
HGDP00382,,Burusho,BurushoHGDP;BurushoSGDP,Burusho,Burusho in Pakistan,South Asia,36.5,74.0,#FFA500
HGDP00614,,Bedouin,BedouinBSGDP;BedouinHGDP,Bedouin B,Bedouin B in Israel(Negev),Middle East,31.0,35.0,#FFFF00
HGDP00402,,Burusho,BurushoHGDP;BurushoSGDP,Burusho,Burusho in Pakistan,South Asia,36.5,74.0,#FFA500
HGDP00619,,Bedouin,BedouinBSGDP;BedouinHGDP,Bedouin B,Bedouin B in Israel(Negev),Middle East,31.0,35.0,#FFFF00
HGDP00407,,Burusho,BurushoHGDP;BurushoSGDP,Burusho,Burusho in Pakistan,South Asia,36.5,74.0,#FFA500
HGDP00621,,Bedouin,BedouinBSGDP;BedouinHGDP,Bedouin B,Bedouin B in Israel(Negev),Middle East,31.0,35.0,#FFFF00
HGDP00433,,Burusho,BurushoHGDP;BurushoSGDP,Burusho,Burusho in Pakistan,South Asia,36.5,74.0,#FFA500
HGDP00626,,Bedouin,BedouinBSGDP;BedouinHGDP,Bedouin B,Bedouin B in Israel(Negev),Middle East,31.0,35.0,#FFFF00
HGDP00438,,Burusho,BurushoHGDP;BurushoSGDP,Burusho,Burusho in Pakistan,South Asia,36.5,74.0,#FFA500
HGDP00520,,French,FrenchHGDP;FrenchSGDP,French,French in France,West Eurasia,46.0,2.0,#0000FF
HGDP00445,,Burusho,BurushoHGDP;BurushoSGDP,Burusho,Burusho in Pakistan,South Asia,36.5,74.0,#FFA500
HGDP00525,,French,FrenchHGDP;FrenchSGDP,French,French in France,West Eurasia,46.0,2.0,#0000FF
HGDP00452,,Biaka,BiakaHGDP;BiakaSGDP,Biaka,Biaka in Central Africa Republic,Africa,4.0,17.0,#800080
HGDP00537,,French,FrenchHGDP;FrenchSGDP,French,French in France,West Eurasia,46.0,2.0,#0000FF
HGDP00243,,Pathan,PathanHGDP;PathanSGDP,Pathan,Pathan in Pakistan,South Asia,33.5,70.5,#FFA500
HGDP00544,,Papuan,PapuanHighlandsHGDP;PapuanSGDP;PapuanSepikHGDP,Papuan Highlands,Papuan Highlands in New Guinea,Oceania,-4.0,143.0,#000000
HGDP00248,,Pathan,PathanHGDP;PathanSGDP,Pathan,Pathan in Pakistan,South Asia,33.5,70.5,#FFA500
HGDP00575,,Druze,DruzeHGDP;DruzeSGDP,Druze,"Druze in Carmel, Israel",Middle East,32.0,35.0,#FFFF00
HGDP00262,,Pathan,PathanHGDP;PathanSGDP,Pathan,Pathan in Pakistan,South Asia,33.5,70.5,#FFA500
HGDP00582,,Druze,DruzeHGDP;DruzeSGDP,Druze,"Druze in Carmel, Israel",Middle East,32.0,35.0,#FFFF00
HGDP00274,,Kalash,KalashHGDP;KalashSGDP,Kalash,Kalash in Pakistan,South Asia,36.0,71.5,#FFA500
HGDP00587,,Druze,DruzeHGDP;DruzeSGDP,Druze,"Druze in Carmel, Israel",Middle East,32.0,35.0,#FFFF00
HGDP00279,,Kalash,KalashHGDP;KalashSGDP,Kalash,Kalash in Pakistan,South Asia,36.0,71.5,#FFA500
HGDP00594,,Druze,DruzeHGDP;DruzeSGDP,Druze,"Druze in Carmel, Israel",Middle East,32.0,35.0,#FFFF00
HGDP00281,,Kalash,KalashHGDP;KalashSGDP,Kalash,Kalash in Pakistan,South Asia,36.0,71.5,#FFA500
HGDP00599,,Druze,DruzeHGDP;DruzeSGDP,Druze,"Druze in Carmel, Israel",Middle East,32.0,35.0,#FFFF00
HGDP00173,,Sindhi,SindhiHGDP;SindhiSGDP,Sindhi,Sindhi in Pakistan,South Asia,25.5,69.0,#FFA500
HGDP00638,,Bedouin,BedouinBSGDP;BedouinHGDP,Bedouin B,Bedouin B in Israel(Negev),Middle East,31.0,35.0,#FFFF00
HGDP00185,,Sindhi,SindhiHGDP;SindhiSGDP,Sindhi,Sindhi in Pakistan,South Asia,25.5,69.0,#FFA500
HGDP00640,,Bedouin,BedouinBSGDP;BedouinHGDP,Bedouin B,Bedouin B in Israel(Negev),Middle East,31.0,35.0,#FFFF00
HGDP00192,,Sindhi,SindhiHGDP;SindhiSGDP,Sindhi,Sindhi in Pakistan,South Asia,25.5,69.0,#FFA500
HGDP00645,,Bedouin,BedouinBSGDP;BedouinHGDP,Bedouin B,Bedouin B in Israel(Negev),Middle East,31.0,35.0,#FFFF00
HGDP00197,,Sindhi,SindhiHGDP;SindhiSGDP,Sindhi,Sindhi in Pakistan,South Asia,25.5,69.0,#FFA500
HGDP00981,,Biaka,BiakaHGDP;BiakaSGDP,Biaka,Biaka in Central Africa Republic,Africa,4.0,17.0,#800080
HGDP00205,,Sindhi,SindhiHGDP;SindhiSGDP,Sindhi,Sindhi in Pakistan,South Asia,25.5,69.0,#FFA500
HGDP00986,,Biaka,BiakaHGDP;BiakaSGDP,Biaka,Biaka in Central Africa Republic,Africa,4.0,17.0,#800080
HGDP00224,,Pathan,PathanHGDP;PathanSGDP,Pathan,Pathan in Pakistan,South Asia,33.5,70.5,#FFA500
HGDP00993,,Bantu,BantuHereroSGDP;BantuKenyaHGDP;BantuSouthAfricaHGDP;BantuKenyaSGDP;BantuTswanaSGDP,Bantu Herero,Bantu Herero in Botswana Or Namibia,Africa,-22.0,19.0,#800080
HGDP00298,,Kalash,KalashHGDP;KalashSGDP,Kalash,Kalash in Pakistan,South Asia,36.0,71.5,#FFA500
HGDP01009,,Karitiana,KaritianaHGDP;KaritianaSGDP,Karitiana,Karitiana in Brazil,America,-10.0,-63.0,#FF0000
HGDP00313,,Kalash,KalashHGDP;KalashSGDP,Kalash,Kalash in Pakistan,South Asia,36.0,71.5,#FFA500
HGDP01023,,CHB,CHB;HanHGDP;HanSGDP;NorthernHanHGDP,Han Chinese,"Han Chinese in Beijing, China",East Asia,39.916666,116.383333,#008000
HGDP00351,,Burusho,BurushoHGDP;BurushoSGDP,Burusho,Burusho in Pakistan,South Asia,36.5,74.0,#FFA500
HGDP00823,,Bougainville,BougainvilleHGDP;BougainvilleSGDP,Bougainville,Bougainville in Bougainville,Oceania,-6.0,155.0,#000000
HGDP00356,,Burusho,BurushoHGDP;BurushoSGDP,Burusho,Burusho in Pakistan,South Asia,36.5,74.0,#FFA500
HGDP00828,,JPT,JapaneseHGDP;JapaneseSGDP;JPT,Japanese,Japanese in Japan,East Asia,38.0,138.0,#008000
HGDP00104,,Hazara,HazaraHGDP;HazaraSGDP,Hazara,Hazara in Pakistan,South Asia,33.5,70.0,#FFA500
HGDP00854,,Maya,MayaHGDP;MayanSGDP,Maya,Maya in Mexico,America,19.0,-91.0,#FF0000
HGDP00109,,Hazara,HazaraHGDP;HazaraSGDP,Hazara,Hazara in Pakistan,South Asia,33.5,70.0,#FFA500
HGDP00859,,Maya,MayaHGDP;MayanSGDP,Maya,Maya in Mexico,America,19.0,-91.0,#FF0000
HGDP00130,,Makrani,MakraniHGDP;MakraniSGDP,Makrani,Makrani in Pakistan,South Asia,26.0,64.0,#FFA500
HGDP00861,,Maya,MayaHGDP;MayanSGDP,Maya,Maya in Mexico,America,19.0,-91.0,#FF0000
HGDP00135,,Makrani,MakraniHGDP;MakraniSGDP,Makrani,Makrani in Pakistan,South Asia,26.0,64.0,#FFA500
HGDP00929,,YRI,YRI;YorubaHGDP;YorubaSGDP,Yoruba,"Yoruba in Ibadan, Nigeria",Africa,7.4,3.92,#800080
HGDP00154,,Makrani,MakraniHGDP;MakraniSGDP,Makrani,Makrani in Pakistan,South Asia,26.0,64.0,#FFA500
HGDP00931,,YRI,YRI;YorubaHGDP;YorubaSGDP,Yoruba,"Yoruba in Ibadan, Nigeria",Africa,7.4,3.92,#800080
HGDP00161,,Makrani,MakraniHGDP;MakraniSGDP,Makrani,Makrani in Pakistan,South Asia,26.0,64.0,#FFA500
HGDP00943,,YRI,YRI;YorubaHGDP;YorubaSGDP,Yoruba,"Yoruba in Ibadan, Nigeria",Africa,7.4,3.92,#800080
HGDP00060,,Balochi,BalochiHGDP;BalochiSGDP,Balochi,Balochi in Pakistan,South Asia,30.5,66.5,#FFA500
HGDP00948,,Yakut,YakutSGDP;YakutHGDP,Yakut,Yakut in Russia,East Asia,63.0,129.5,#008000
HGDP00072,,Balochi,BalochiHGDP;BalochiSGDP,Balochi,Balochi in Pakistan,South Asia,30.5,66.5,#FFA500
HGDP00950,,Yakut,YakutSGDP;YakutHGDP,Yakut,Yakut in Russia,East Asia,63.0,129.5,#008000
HGDP00096,,Balochi,BalochiHGDP;BalochiSGDP,Balochi,Balochi in Pakistan,South Asia,30.5,66.5,#FFA500
HGDP00900,,Russian,RussianHGDP;RussianSGDP,Russian,Russian in Russia,West Eurasia,61.0,40.0,#0000FF
HGDP00015,,Brahui,BrahuiHGDP;BrahuiSGDP,Brahui,Brahui in Pakistan,South Asia,30.5,66.5,#FFA500
HGDP00905,,Mandenka,MandenkaHGDP;MandenkaSGDP,Mandenka,Mandenka in Senegal,Africa,12.0,-12.0,#800080
HGDP00039,,Brahui,BrahuiHGDP;BrahuiSGDP,Brahui,Brahui in Pakistan,South Asia,30.5,66.5,#FFA500
HGDP00912,,Mandenka,MandenkaHGDP;MandenkaSGDP,Mandenka,Mandenka in Senegal,Africa,12.0,-12.0,#800080
HGDP00041,,Brahui,BrahuiHGDP;BrahuiSGDP,Brahui,Brahui in Pakistan,South Asia,30.5,66.5,#FFA500
HGDP00917,,Mandenka,MandenkaHGDP;MandenkaSGDP,Mandenka,Mandenka in Senegal,Africa,12.0,-12.0,#800080
HGDP00546,,Papuan,PapuanHighlandsHGDP;PapuanSGDP;PapuanSepikHGDP,Papuan Highlands,Papuan Highlands in New Guinea,Oceania,-4.0,143.0,#000000
HGDP00924,,YRI,YRI;YorubaHGDP;YorubaSGDP,Yoruba,"Yoruba in Ibadan, Nigeria",Africa,7.4,3.92,#800080
HGDP00553,,Papuan,PapuanHighlandsHGDP;PapuanSGDP;PapuanSepikHGDP,Papuan Highlands,Papuan Highlands in New Guinea,Oceania,-4.0,143.0,#000000
HGDP00955,,Yakut,YakutSGDP;YakutHGDP,Yakut,Yakut in Russia,East Asia,63.0,129.5,#008000
HGDP00558,,Druze,DruzeHGDP;DruzeSGDP,Druze,"Druze in Carmel, Israel",Middle East,32.0,35.0,#FFFF00
HGDP00962,,Yakut,YakutSGDP;YakutHGDP,Yakut,Yakut in Russia,East Asia,63.0,129.5,#008000
HGDP00560,,Druze,DruzeHGDP;DruzeSGDP,Druze,"Druze in Carmel, Israel",Middle East,32.0,35.0,#FFFF00
HGDP00967,,Yakut,YakutSGDP;YakutHGDP,Yakut,Yakut in Russia,East Asia,63.0,129.5,#008000
HGDP00565,,Druze,DruzeHGDP;DruzeSGDP,Druze,"Druze in Carmel, Israel",Middle East,32.0,35.0,#FFFF00
HGDP00974,,CHB,CHB;HanHGDP;HanSGDP;NorthernHanHGDP,Han Chinese,"Han Chinese in Beijing, China",East Asia,39.916666,116.383333,#008000
HGDP00522,,French,FrenchHGDP;FrenchSGDP,French,French in France,West Eurasia,46.0,2.0,#0000FF
HGDP00873,,Maya,MayaHGDP;MayanSGDP,Maya,Maya in Mexico,America,19.0,-91.0,#FF0000
HGDP00527,,French,FrenchHGDP;FrenchSGDP,French,French in France,West Eurasia,46.0,2.0,#0000FF
HGDP00880,,Russian,RussianHGDP;RussianSGDP,Russian,Russian in Russia,West Eurasia,61.0,40.0,#0000FF
HGDP00534,,French,FrenchHGDP;FrenchSGDP,French,French in France,West Eurasia,46.0,2.0,#0000FF
HGDP00885,,Russian,RussianHGDP;RussianSGDP,Russian,Russian in Russia,West Eurasia,61.0,40.0,#0000FF
HGDP00539,,French,FrenchHGDP;FrenchSGDP,French,French in France,West Eurasia,46.0,2.0,#0000FF
HGDP00892,,Russian,RussianHGDP;RussianSGDP,Russian,Russian in Russia,West Eurasia,61.0,40.0,#0000FF
HGDP00541,,Papuan,PapuanHighlandsHGDP;PapuanSGDP;PapuanSepikHGDP,Papuan Highlands,Papuan Highlands in New Guinea,Oceania,-4.0,143.0,#000000
HGDP00897,,Russian,RussianHGDP;RussianSGDP,Russian,Russian in Russia,West Eurasia,61.0,40.0,#0000FF
HGDP00712,,Cambodian,CambodianHGDP;CambodianSGDP,Cambodian,Cambodian in Cambodia,East Asia,12.0,105.0,#008000
HGDP00772,,JPT,JapaneseHGDP;JapaneseSGDP;JPT,Japanese,Japanese in Japan,East Asia,38.0,138.0,#008000
HGDP00724,,Palestinian,PalestinianHGDP;PalestinianSGDP,Palestinian,"Palestinian in Central, Israel",Middle East,32.0,35.0,#FFFF00
HGDP00777,,CHB,CHB;HanHGDP;HanSGDP;NorthernHanHGDP,Han Chinese,"Han Chinese in Beijing, China",East Asia,39.916666,116.383333,#008000
HGDP00729,,Palestinian,PalestinianHGDP;PalestinianSGDP,Palestinian,"Palestinian in Central, Israel",Middle East,32.0,35.0,#FFFF00
HGDP00784,,CHB,CHB;HanHGDP;HanSGDP;NorthernHanHGDP,Han Chinese,"Han Chinese in Beijing, China",East Asia,39.916666,116.383333,#008000
HGDP00731,,Palestinian,PalestinianHGDP;PalestinianSGDP,Palestinian,"Palestinian in Central, Israel",Middle East,32.0,35.0,#FFFF00
HGDP00791,,JPT,JapaneseHGDP;JapaneseSGDP;JPT,Japanese,Japanese in Japan,East Asia,38.0,138.0,#008000
HGDP00654,,Bedouin,BedouinBSGDP;BedouinHGDP,Bedouin B,Bedouin B in Israel(Negev),Middle East,31.0,35.0,#FFFF00
HGDP00804,,Orcadian,OrcadianHGDP;OrcadianSGDP,Orcadian,Orcadian in Orkney,West Eurasia,59.0,-3.0,#0000FF
HGDP00661,,Bougainville,BougainvilleHGDP;BougainvilleSGDP,Bougainville,Bougainville in Bougainville,Oceania,-6.0,155.0,#000000
HGDP00811,,CHB,CHB;HanHGDP;HanSGDP;NorthernHanHGDP,Han Chinese,"Han Chinese in Beijing, China",East Asia,39.916666,116.383333,#008000
HGDP00666,,Sardinian,SardinianHGDP;SardinianSGDP,Sardinian,Sardinian in Italy,West Eurasia,40.0,9.0,#0000FF
HGDP01059,,Pima,PimaHGDP;PimaSGDP,Pima,Pima in Mexico,America,29.0,-108.0,#FF0000
HGDP00673,,Sardinian,SardinianHGDP;SardinianSGDP,Sardinian,Sardinian in Italy,West Eurasia,40.0,9.0,#0000FF
HGDP01066,,Sardinian,SardinianHGDP;SardinianSGDP,Sardinian,Sardinian in Italy,West Eurasia,40.0,9.0,#0000FF
HGDP00736,,Palestinian,PalestinianHGDP;PalestinianSGDP,Palestinian,"Palestinian in Central, Israel",Middle East,32.0,35.0,#FFFF00
HGDP01275,,Mozabite,MozabiteSGDP;MozabiteHGDP,Mozabite,Mozabite in Algeria,Middle East,32.0,3.0,#FFFF00
HGDP00748,,JPT,JapaneseHGDP;JapaneseSGDP;JPT,Japanese,Japanese in Japan,East Asia,38.0,138.0,#008000
HGDP01282,,Mozabite,MozabiteSGDP;MozabiteHGDP,Mozabite,Mozabite in Algeria,Middle East,32.0,3.0,#FFFF00
HGDP00750,,JPT,JapaneseHGDP;JapaneseSGDP;JPT,Japanese,Japanese in Japan,East Asia,38.0,138.0,#008000
HGDP01287,,CHB,CHB;HanHGDP;HanSGDP;NorthernHanHGDP,Han Chinese,"Han Chinese in Beijing, China",East Asia,39.916666,116.383333,#008000
HGDP00755,,JPT,JapaneseHGDP;JapaneseSGDP;JPT,Japanese,Japanese in Japan,East Asia,38.0,138.0,#008000
HGDP01294,,CHB,CHB;HanHGDP;HanSGDP;NorthernHanHGDP,Han Chinese,"Han Chinese in Beijing, China",East Asia,39.916666,116.383333,#008000
HGDP00762,,JPT,JapaneseHGDP;JapaneseSGDP;JPT,Japanese,Japanese in Japan,East Asia,38.0,138.0,#008000
HGDP01299,,Uygur,UygurHGDP;UygurSGDP,Uygur,Uygur in China,East Asia,44.0,81.0,#008000
HGDP00678,,Palestinian,PalestinianHGDP;PalestinianSGDP,Palestinian,"Palestinian in Central, Israel",Middle East,32.0,35.0,#FFFF00
HGDP01155,,Bergamo,BergamoSGDP;BergamoItalianHGDP,Bergamo,Bergamo in Italy(Bergamo),West Eurasia,46.0,10.0,#0000FF
HGDP00680,,Palestinian,PalestinianHGDP;PalestinianSGDP,Palestinian,"Palestinian in Central, Israel",Middle East,32.0,35.0,#FFFF00
HGDP01162,,Tuscan,TuscanHGDP;TuscanSGDP,Tuscan,Tuscan in Italy,West Eurasia,43.0,11.0,#0000FF
HGDP00685,,Palestinian,PalestinianHGDP;PalestinianSGDP,Palestinian,"Palestinian in Central, Israel",Middle East,32.0,35.0,#FFFF00
HGDP01167,,Tuscan,TuscanHGDP;TuscanSGDP,Tuscan,Tuscan in Italy,West Eurasia,43.0,11.0,#0000FF
HGDP00692,,Palestinian,PalestinianHGDP;PalestinianSGDP,Palestinian,"Palestinian in Central, Israel",Middle East,32.0,35.0,#FFFF00
HGDP01174,,Bergamo,BergamoSGDP;BergamoItalianHGDP,Bergamo,Bergamo in Italy(Bergamo),West Eurasia,46.0,10.0,#0000FF
HGDP00697,,Palestinian,PalestinianHGDP;PalestinianSGDP,Palestinian,"Palestinian in Central, Israel",Middle East,32.0,35.0,#FFFF00
HGDP01181,,Yi,YiHGDP;YiSGDP,Yi,Yi in China,East Asia,28.0,103.0,#008000
HGDP00700,,Palestinian,PalestinianHGDP;PalestinianSGDP,Palestinian,"Palestinian in Central, Israel",Middle East,32.0,35.0,#FFFF00
HGDP01186,,Yi,YiHGDP;YiSGDP,Yi,Yi in China,East Asia,28.0,103.0,#008000
HGDP00604,,Druze,DruzeHGDP;DruzeSGDP,Druze,"Druze in Carmel, Israel",Middle East,32.0,35.0,#FFFF00
HGDP01218,,Daur,DaurHGDP;DaurSGDP,Daur,Daur in China,East Asia,48.5,124.0,#008000
HGDP00609,,Bedouin,BedouinBSGDP;BedouinHGDP,Bedouin B,Bedouin B in Israel(Negev),Middle East,31.0,35.0,#FFFF00
HGDP01220,,Daur,DaurHGDP;DaurSGDP,Daur,Daur in China,East Asia,48.5,124.0,#008000
HGDP00611,,Bedouin,BedouinBSGDP;BedouinHGDP,Bedouin B,Bedouin B in Israel(Negev),Middle East,31.0,35.0,#FFFF00
HGDP01225,,Mongola,MongolaSGDP;MongolianHGDP,Mongola,Mongola in China,East Asia,45.0,111.0,#008000
HGDP00623,,Bedouin,BedouinBSGDP;BedouinHGDP,Bedouin B,Bedouin B in Israel(Negev),Middle East,31.0,35.0,#FFFF00
HGDP01232,,Mongola,MongolaSGDP;MongolianHGDP,Mongola,Mongola in China,East Asia,45.0,111.0,#008000
HGDP00628,,Bedouin,BedouinBSGDP;BedouinHGDP,Bedouin B,Bedouin B in Israel(Negev),Middle East,31.0,35.0,#FFFF00
HGDP01237,,Hezhen,HezhenHGDP;HezhenSGDP,Hezhen,Hezhen in China,East Asia,47.5,133.5,#008000
HGDP00630,,Bedouin,BedouinBSGDP;BedouinHGDP,Bedouin B,Bedouin B in Israel(Negev),Middle East,31.0,35.0,#FFFF00
HGDP01244,,Xibo,XiboHGDP;XiboSGDP,Xibo,Xibo in China,East Asia,43.5,81.5,#008000
HGDP00635,,Bedouin,BedouinBSGDP;BedouinHGDP,Bedouin B,Bedouin B in Israel(Negev),Middle East,31.0,35.0,#FFFF00
HGDP01249,,Xibo,XiboHGDP;XiboSGDP,Xibo,Xibo in China,East Asia,43.5,81.5,#008000
HGDP00642,,Bedouin,BedouinBSGDP;BedouinHGDP,Bedouin B,Bedouin B in Israel(Negev),Middle East,31.0,35.0,#FFFF00
HGDP01251,,Xibo,XiboHGDP;XiboSGDP,Xibo,Xibo in China,East Asia,43.5,81.5,#008000
HGDP00647,,Bedouin,BedouinBSGDP;BedouinHGDP,Bedouin B,Bedouin B in Israel(Negev),Middle East,31.0,35.0,#FFFF00
HGDP01256,,Mozabite,MozabiteSGDP;MozabiteHGDP,Mozabite,Mozabite in Algeria,Middle East,32.0,3.0,#FFFF00
HGDP00572,,Druze,DruzeHGDP;DruzeSGDP,Druze,"Druze in Carmel, Israel",Middle East,32.0,35.0,#FFFF00
HGDP01263,,Mozabite,MozabiteSGDP;MozabiteHGDP,Mozabite,Mozabite in Algeria,Middle East,32.0,3.0,#FFFF00
HGDP00577,,Druze,DruzeHGDP;DruzeSGDP,Druze,"Druze in Carmel, Israel",Middle East,32.0,35.0,#FFFF00
HGDP01268,,Mozabite,MozabiteSGDP;MozabiteHGDP,Mozabite,Mozabite in Algeria,Middle East,32.0,3.0,#FFFF00
HGDP00584,,Druze,DruzeHGDP;DruzeSGDP,Druze,"Druze in Carmel, Israel",Middle East,32.0,35.0,#FFFF00
HGDP01270,,Mozabite,MozabiteSGDP;MozabiteHGDP,Mozabite,Mozabite in Algeria,Middle East,32.0,3.0,#FFFF00
HGDP00591,,Druze,DruzeHGDP;DruzeSGDP,Druze,"Druze in Carmel, Israel",Middle East,32.0,35.0,#FFFF00
HGDP01193,,Miao,MiaoHGDP;MiaoSGDP,Miao,Miao in China,East Asia,28.0,109.0,#008000
HGDP00976,,CHB,CHB;HanHGDP;HanSGDP;NorthernHanHGDP,Han Chinese,"Han Chinese in Beijing, China",East Asia,39.916666,116.383333,#008000
HGDP01201,,Mandenka,MandenkaHGDP;MandenkaSGDP,Mandenka,Mandenka in Senegal,Africa,12.0,-12.0,#800080
HGDP00983,,Mbuti,MbutiSGDP;MbutiHGDP,Mbuti,Mbuti in Congo,Africa,1.0,29.0,#800080
HGDP01206,,Oroqen,OroqenHGDP;OroqenSGDP,Oroqen,Oroqen in China,East Asia,50.4,126.5,#008000
HGDP00995,,Karitiana,KaritianaHGDP;KaritianaSGDP,Karitiana,Karitiana in Brazil,America,-10.0,-63.0,#FF0000
HGDP01213,,Daur,DaurHGDP;DaurSGDP,Daur,Daur in China,East Asia,48.5,124.0,#008000
HGDP01001,,Karitiana,KaritianaHGDP;KaritianaSGDP,Karitiana,Karitiana in Brazil,America,-10.0,-63.0,#FF0000
HGDP01073,,Sardinian,SardinianHGDP;SardinianSGDP,Sardinian,Sardinian in Italy,West Eurasia,40.0,9.0,#0000FF
HGDP01006,,Karitiana,KaritianaHGDP;KaritianaSGDP,Karitiana,Karitiana in Brazil,America,-10.0,-63.0,#FF0000
HGDP01092,,Biaka,BiakaHGDP;BiakaSGDP,Biaka,Biaka in Central Africa Republic,Africa,4.0,17.0,#800080
HGDP01013,,Karitiana,KaritianaHGDP;KaritianaSGDP,Karitiana,Karitiana in Brazil,America,-10.0,-63.0,#FF0000
HGDP01097,,Tujia,TujiaHGDP;TujiaSGDP,Tujia,Tujia in China,East Asia,29.0,109.0,#008000
HGDP00832,,Surui,SuruiHGDP;SuruiSGDP,Surui,Surui in Brazil,America,-11.0,-62.0,#FF0000
HGDP01100,,Tujia,TujiaHGDP;TujiaSGDP,Tujia,Tujia in China,East Asia,29.0,109.0,#008000
