Sample name,Biosample ID,Universal_ID,Population elastic IDs,Population name,Population description,Superpopulation name,Population latitude,Population longitude,Color
HGDP00698,,Palestinian,PalestinianHGDP;PalestinianSGDP,Palestinian,"Palestinian in Central, Israel",Middle East,32.0,35.0,#FFFF00
HGDP00891,,Russian,RussianHGDP;RussianSGDP,Russian,Russian in Russia,West Eurasia,61.0,40.0,#0000FF
HGDP00701,,Bedouin,BedouinBSGDP;BedouinHGDP,Bedouin B,Bedouin B in Israel(Negev),Middle East,31.0,35.0,#FFFF00
HGDP00985,,Biaka,BiakaHGDP;BiakaSGDP,Biaka,Biaka in Central Africa Republic,Africa,4.0,17.0,#800080
HGDP00763,,JPT,JapaneseHGDP;JapaneseSGDP;JPT,Japanese,Japanese in Japan,East Asia,38.0,138.0,#008000
HGDP00992,,San,SanHGDP,San,San in Namibia,Africa,-21.0,20.0,#800080
HGDP00768,,JPT,JapaneseHGDP;JapaneseSGDP;JPT,Japanese,Japanese in Japan,East Asia,38.0,138.0,#008000
HGDP01010,,Karitiana,KaritianaHGDP;KaritianaSGDP,Karitiana,Karitiana in Brazil,America,-10.0,-63.0,#FF0000
HGDP00782,,CHB,CHB;HanHGDP;HanSGDP;NorthernHanHGDP,Han Chinese,"Han Chinese in Beijing, China",East Asia,39.916666,116.383333,#008000
HGDP00954,,Yakut,YakutSGDP;YakutHGDP,Yakut,Yakut in Russia,East Asia,63.0,129.5,#008000
HGDP00787,,Bougainville,BougainvilleHGDP;BougainvilleSGDP,Bougainville,Bougainville in Bougainville,Oceania,-6.0,155.0,#000000
HGDP00959,,Yakut,YakutSGDP;YakutHGDP,Yakut,Yakut in Russia,East Asia,63.0,129.5,#008000
HGDP00720,,Cambodian,CambodianHGDP;CambodianSGDP,Cambodian,Cambodian in Cambodia,East Asia,12.0,105.0,#008000
HGDP00961,,Yakut,YakutSGDP;YakutHGDP,Yakut,Yakut in Russia,East Asia,63.0,129.5,#008000
HGDP00732,,Palestinian,PalestinianHGDP;PalestinianSGDP,Palestinian,"Palestinian in Central, Israel",Middle East,32.0,35.0,#FFFF00
HGDP00966,,Yakut,YakutSGDP;YakutHGDP,Yakut,Yakut in Russia,East Asia,63.0,129.5,#008000
HGDP00744,,Palestinian,PalestinianHGDP;PalestinianSGDP,Palestinian,"Palestinian in Central, Israel",Middle East,32.0,35.0,#FFFF00
HGDP00973,,CHB,CHB;HanHGDP;HanSGDP;NorthernHanHGDP,Han Chinese,"Han Chinese in Beijing, China",East Asia,39.916666,116.383333,#008000
HGDP00751,,JPT,JapaneseHGDP;JapaneseSGDP;JPT,Japanese,Japanese in Japan,East Asia,38.0,138.0,#008000
HGDP00896,,Russian,RussianHGDP;RussianSGDP,Russian,Russian in Russia,West Eurasia,61.0,40.0,#0000FF
HGDP00756,,JPT,JapaneseHGDP;JapaneseSGDP;JPT,Japanese,Japanese in Japan,East Asia,38.0,138.0,#008000
HGDP00904,,Mandenka,MandenkaHGDP;MandenkaSGDP,Mandenka,Mandenka in Senegal,Africa,12.0,-12.0,#800080
HGDP00624,,Bedouin,BedouinBSGDP;BedouinHGDP,Bedouin B,Bedouin B in Israel(Negev),Middle East,31.0,35.0,#FFFF00
HGDP00909,,Mandenka,MandenkaHGDP;MandenkaSGDP,Mandenka,Mandenka in Senegal,Africa,12.0,-12.0,#800080
HGDP00629,,Bedouin,BedouinBSGDP;BedouinHGDP,Bedouin B,Bedouin B in Israel(Negev),Middle East,31.0,35.0,#FFFF00
HGDP00911,,Mandenka,MandenkaHGDP;MandenkaSGDP,Mandenka,Mandenka in Senegal,Africa,12.0,-12.0,#800080
HGDP00631,,Bedouin,BedouinBSGDP;BedouinHGDP,Bedouin B,Bedouin B in Israel(Negev),Middle East,31.0,35.0,#FFFF00
HGDP00916,,Mandenka,MandenkaHGDP;MandenkaSGDP,Mandenka,Mandenka in Senegal,Africa,12.0,-12.0,#800080
HGDP00636,,Bedouin,BedouinBSGDP;BedouinHGDP,Bedouin B,Bedouin B in Israel(Negev),Middle East,31.0,35.0,#FFFF00
HGDP00822,,CHB,CHB;HanHGDP;HanSGDP;NorthernHanHGDP,Han Chinese,"Han Chinese in Beijing, China",East Asia,39.916666,116.383333,#008000
HGDP00643,,Bedouin,BedouinBSGDP;BedouinHGDP,Bedouin B,Bedouin B in Israel(Negev),Middle East,31.0,35.0,#FFFF00
HGDP00858,,Maya,MayaHGDP;MayanSGDP,Maya,Maya in Mexico,America,19.0,-91.0,#FF0000
HGDP00573,,Druze,DruzeHGDP;DruzeSGDP,Druze,"Druze in Carmel, Israel",Middle East,32.0,35.0,#FFFF00
HGDP00860,,Maya,MayaHGDP;MayanSGDP,Maya,Maya in Mexico,America,19.0,-91.0,#FF0000
HGDP00578,,Druze,DruzeHGDP;DruzeSGDP,Druze,"Druze in Carmel, Israel",Middle East,32.0,35.0,#FFFF00
HGDP00865,,Maya,MayaHGDP;MayanSGDP,Maya,Maya in Mexico,America,19.0,-91.0,#FF0000
HGDP00580,,Druze,DruzeHGDP;DruzeSGDP,Druze,"Druze in Carmel, Israel",Middle East,32.0,35.0,#FFFF00
HGDP00795,,Orcadian,OrcadianHGDP;OrcadianSGDP,Orcadian,Orcadian in Orkney,West Eurasia,59.0,-3.0,#0000FF
HGDP00600,,Druze,DruzeHGDP;DruzeSGDP,Druze,"Druze in Carmel, Israel",Middle East,32.0,35.0,#FFFF00
HGDP00803,,Orcadian,OrcadianHGDP;OrcadianSGDP,Orcadian,Orcadian in Orkney,West Eurasia,59.0,-3.0,#0000FF
HGDP00612,,Bedouin,BedouinBSGDP;BedouinHGDP,Bedouin B,Bedouin B in Israel(Negev),Middle East,31.0,35.0,#FFFF00
HGDP00808,,Orcadian,OrcadianHGDP;OrcadianSGDP,Orcadian,Orcadian in Orkney,West Eurasia,59.0,-3.0,#0000FF
HGDP00977,,CHB,CHB;HanHGDP;HanSGDP;NorthernHanHGDP,Han Chinese,"Han Chinese in Beijing, China",East Asia,39.916666,116.383333,#008000
HGDP00810,,Orcadian,OrcadianHGDP;OrcadianSGDP,Orcadian,Orcadian in Orkney,West Eurasia,59.0,-3.0,#0000FF
HGDP00984,,Mbuti,MbutiSGDP;MbutiHGDP,Mbuti,Mbuti in Congo,Africa,1.0,29.0,#800080
HGDP00815,,CHB,CHB;HanHGDP;HanSGDP;NorthernHanHGDP,Han Chinese,"Han Chinese in Beijing, China",East Asia,39.916666,116.383333,#008000
HGDP01014,,Karitiana,KaritianaHGDP;KaritianaSGDP,Karitiana,Karitiana in Brazil,America,-10.0,-63.0,#FF0000
HGDP00930,,YRI,YRI;YorubaHGDP;YorubaSGDP,Yoruba,"Yoruba in Ibadan, Nigeria",Africa,7.4,3.92,#800080
HGDP01019,,Karitiana,KaritianaHGDP;KaritianaSGDP,Karitiana,Karitiana in Brazil,America,-10.0,-63.0,#FF0000
HGDP00935,,YRI,YRI;YorubaHGDP;YorubaSGDP,Yoruba,"Yoruba in Ibadan, Nigeria",Africa,7.4,3.92,#800080
HGDP01021,,CHB,CHB;HanHGDP;HanSGDP;NorthernHanHGDP,Han Chinese,"Han Chinese in Beijing, China",East Asia,39.916666,116.383333,#008000
HGDP00942,,YRI,YRI;YorubaHGDP;YorubaSGDP,Yoruba,"Yoruba in Ibadan, Nigeria",Africa,7.4,3.92,#800080
HGDP01069,,Sardinian,SardinianHGDP;SardinianSGDP,Sardinian,Sardinian in Italy,West Eurasia,40.0,9.0,#0000FF
HGDP00947,,Yakut,YakutSGDP;YakutHGDP,Yakut,Yakut in Russia,East Asia,63.0,129.5,#008000
HGDP01071,,Sardinian,SardinianHGDP;SardinianSGDP,Sardinian,Sardinian in Italy,West Eurasia,40.0,9.0,#0000FF
HGDP01072,,Sardinian,SardinianHGDP;SardinianSGDP,Sardinian,Sardinian in Italy,West Eurasia,40.0,9.0,#0000FF
HGDP01090,,Biaka,BiakaHGDP;BiakaSGDP,Biaka,Biaka in Central Africa Republic,Africa,4.0,17.0,#800080
HGDP01077,,Sardinian,SardinianHGDP;SardinianSGDP,Sardinian,Sardinian in Italy,West Eurasia,40.0,9.0,#0000FF
HGDP01103,,Tujia,TujiaHGDP;TujiaSGDP,Tujia,Tujia in China,East Asia,29.0,109.0,#008000
HGDP01096,,Tujia,TujiaHGDP;TujiaSGDP,Tujia,Tujia in China,East Asia,29.0,109.0,#008000
HGDP00794,,Orcadian,OrcadianHGDP;OrcadianSGDP,Orcadian,Orcadian in Orkney,West Eurasia,59.0,-3.0,#0000FF
HGDP01387,,Adygei,AdygeiHGDP;AdygeiSGDP,Adygei,"Adygei in Caucasus, Russia",West Eurasia,44.0,39.0,#0000FF
HGDP00799,,Orcadian,OrcadianHGDP;OrcadianSGDP,Orcadian,Orcadian in Orkney,West Eurasia,59.0,-3.0,#0000FF
HGDP01399,,Adygei,AdygeiHGDP;AdygeiSGDP,Adygei,"Adygei in Caucasus, Russia",West Eurasia,44.0,39.0,#0000FF
HGDP00802,,Orcadian,OrcadianHGDP;OrcadianSGDP,Orcadian,Orcadian in Orkney,West Eurasia,59.0,-3.0,#0000FF
HGDP01419,,Bantu,BantuHereroSGDP;BantuKenyaHGDP;BantuSouthAfricaHGDP;BantuKenyaSGDP;BantuTswanaSGDP,Bantu Herero,Bantu Herero in Botswana Or Namibia,Africa,-22.0,19.0,#800080
HGDP00807,,Orcadian,OrcadianHGDP;OrcadianSGDP,Orcadian,Orcadian in Orkney,West Eurasia,59.0,-3.0,#0000FF
HGDP00814,,CHB,CHB;HanHGDP;HanSGDP;NorthernHanHGDP,Han Chinese,"Han Chinese in Beijing, China",East Asia,39.916666,116.383333,#008000
HGDP01243,,Xibo,XiboHGDP;XiboSGDP,Xibo,Xibo in China,East Asia,43.5,81.5,#008000
HGDP00819,,CHB,CHB;HanHGDP;HanSGDP;NorthernHanHGDP,Han Chinese,"Han Chinese in Beijing, China",East Asia,39.916666,116.383333,#008000
HGDP01248,,Xibo,XiboHGDP;XiboSGDP,Xibo,Xibo in China,East Asia,43.5,81.5,#008000
HGDP00869,,Maya,MayaHGDP;MayanSGDP,Maya,Maya in Mexico,America,19.0,-91.0,#FF0000
HGDP01255,,Mozabite,MozabiteSGDP;MozabiteHGDP,Mozabite,Mozabite in Algeria,Middle East,32.0,3.0,#FFFF00
HGDP00871,,Maya,MayaHGDP;MayanSGDP,Maya,Maya in Mexico,America,19.0,-91.0,#FF0000
HGDP01262,,Mozabite,MozabiteSGDP;MozabiteHGDP,Mozabite,Mozabite in Algeria,Middle East,32.0,3.0,#FFFF00
HGDP00876,,Maya,MayaHGDP;MayanSGDP,Maya,Maya in Mexico,America,19.0,-91.0,#FF0000
HGDP01267,,Mozabite,MozabiteSGDP;MozabiteHGDP,Mozabite,Mozabite in Algeria,Middle East,32.0,3.0,#FFFF00
HGDP00883,,Russian,RussianHGDP;RussianSGDP,Russian,Russian in Russia,West Eurasia,61.0,40.0,#0000FF
HGDP01185,,Yi,YiHGDP;YiSGDP,Yi,Yi in China,East Asia,28.0,103.0,#008000
HGDP00888,,Russian,RussianHGDP;RussianSGDP,Russian,Russian in Russia,West Eurasia,61.0,40.0,#0000FF
HGDP01192,,Miao,MiaoHGDP;MiaoSGDP,Miao,Miao in China,East Asia,28.0,109.0,#008000
HGDP00890,,Russian,RussianHGDP;RussianSGDP,Russian,Russian in Russia,West Eurasia,61.0,40.0,#0000FF
HGDP01197,,Miao,MiaoHGDP;MiaoSGDP,Miao,Miao in China,East Asia,28.0,109.0,#008000
HGDP01033,,Bantu,BantuHereroSGDP;BantuKenyaHGDP;BantuSouthAfricaHGDP;BantuKenyaSGDP;BantuTswanaSGDP,Bantu Herero,Bantu Herero in Botswana Or Namibia,Africa,-22.0,19.0,#800080
HGDP01200,,Mandenka,MandenkaHGDP;MandenkaSGDP,Mandenka,Mandenka in Senegal,Africa,12.0,-12.0,#800080
HGDP01057,,Pima,PimaHGDP;PimaSGDP,Pima,Pima in Mexico,America,29.0,-108.0,#FF0000
HGDP01205,,Oroqen,OroqenHGDP;OroqenSGDP,Oroqen,Oroqen in China,East Asia,50.4,126.5,#008000
HGDP01064,,Sardinian,SardinianHGDP;SardinianSGDP,Sardinian,Sardinian in Italy,West Eurasia,40.0,9.0,#0000FF
HGDP01212,,Oroqen,OroqenHGDP;OroqenSGDP,Oroqen,Oroqen in China,East Asia,50.4,126.5,#008000
HGDP00821,,CHB,CHB;HanHGDP;HanSGDP;NorthernHanHGDP,Han Chinese,"Han Chinese in Beijing, China",East Asia,39.916666,116.383333,#008000
HGDP01104,,Tujia,TujiaHGDP;TujiaSGDP,Tujia,Tujia in China,East Asia,29.0,109.0,#008000
HGDP00838,,Surui,SuruiHGDP;SuruiSGDP,Surui,Surui in Brazil,America,-11.0,-62.0,#FF0000
HGDP01161,,Tuscan,TuscanHGDP;TuscanSGDP,Tuscan,Tuscan in Italy,West Eurasia,43.0,11.0,#0000FF
HGDP00845,,Surui,SuruiHGDP;SuruiSGDP,Surui,Surui in Brazil,America,-11.0,-62.0,#FF0000
HGDP01166,,Tuscan,TuscanHGDP;TuscanSGDP,Tuscan,Tuscan in Italy,West Eurasia,43.0,11.0,#0000FF
HGDP00864,,Maya,MayaHGDP;MayanSGDP,Maya,Maya in Mexico,America,19.0,-91.0,#FF0000
HGDP01173,,Bergamo,BergamoSGDP;BergamoItalianHGDP,Bergamo,Bergamo in Italy(Bergamo),West Eurasia,46.0,10.0,#0000FF
HGDP00934,,YRI,YRI;YorubaHGDP;YorubaSGDP,Yoruba,"Yoruba in Ibadan, Nigeria",Africa,7.4,3.92,#800080
HGDP01180,,Yi,YiHGDP;YiSGDP,Yi,Yi in China,East Asia,28.0,103.0,#008000
HGDP00939,,YRI,YRI;YorubaHGDP;YorubaSGDP,Yoruba,"Yoruba in Ibadan, Nigeria",Africa,7.4,3.92,#800080
HGDP01217,,Daur,DaurHGDP;DaurSGDP,Daur,Daur in China,East Asia,48.5,124.0,#008000
HGDP00941,,YRI,YRI;YorubaHGDP;YorubaSGDP,Yoruba,"Yoruba in Ibadan, Nigeria",Africa,7.4,3.92,#800080
HGDP01224,,Mongola,MongolaSGDP;MongolianHGDP,Mongola,Mongola in China,East Asia,45.0,111.0,#008000
HGDP00946,,Yakut,YakutSGDP;YakutHGDP,Yakut,Yakut in Russia,East Asia,63.0,129.5,#008000
HGDP01229,,Mongola,MongolaSGDP;MongolianHGDP,Mongola,Mongola in China,East Asia,45.0,111.0,#008000
HGDP00953,,Yakut,YakutSGDP;YakutHGDP,Yakut,Yakut in Russia,East Asia,63.0,129.5,#008000
HGDP01231,,Mongola,MongolaSGDP;MongolianHGDP,Mongola,Mongola in China,East Asia,45.0,111.0,#008000
HGDP00958,,Yakut,YakutSGDP;YakutHGDP,Yakut,Yakut in Russia,East Asia,63.0,129.5,#008000
HGDP01236,,Hezhen,HezhenHGDP;HezhenSGDP,Hezhen,Hezhen in China,East Asia,47.5,133.5,#008000
HGDP00960,,Yakut,YakutSGDP;YakutHGDP,Yakut,Yakut in Russia,East Asia,63.0,129.5,#008000
HGDP01363,,Basque,BasqueHGDP;BasqueSGDP,Basque,Basque in France,West Eurasia,43.0,0.0,#0000FF
HGDP00965,,Yakut,YakutSGDP;YakutHGDP,Yakut,Yakut in Russia,East Asia,63.0,129.5,#008000
HGDP01368,,Basque,BasqueHGDP;BasqueSGDP,Basque,Basque in France,West Eurasia,43.0,0.0,#0000FF
HGDP00972,,CHB,CHB;HanHGDP;HanSGDP;NorthernHanHGDP,Han Chinese,"Han Chinese in Beijing, China",East Asia,39.916666,116.383333,#008000
HGDP01370,,Basque,BasqueHGDP;BasqueSGDP,Basque,Basque in France,West Eurasia,43.0,0.0,#0000FF
HGDP00895,,Russian,RussianHGDP;RussianSGDP,Russian,Russian in Russia,West Eurasia,61.0,40.0,#0000FF
HGDP01375,,Basque,BasqueHGDP;BasqueSGDP,Basque,Basque in France,West Eurasia,43.0,0.0,#0000FF
HGDP00908,,Mandenka,MandenkaHGDP;MandenkaSGDP,Mandenka,Mandenka in Senegal,Africa,12.0,-12.0,#800080
HGDP01382,,Adygei,AdygeiHGDP;AdygeiSGDP,Adygei,"Adygei in Caucasus, Russia",West Eurasia,44.0,39.0,#0000FF
HGDP00910,,Mandenka,MandenkaHGDP;MandenkaSGDP,Mandenka,Mandenka in Senegal,Africa,12.0,-12.0,#800080
HGDP01298,,Uygur,UygurHGDP;UygurSGDP,Uygur,Uygur in China,East Asia,44.0,81.0,#008000
HGDP01247,,Xibo,XiboHGDP;XiboSGDP,Xibo,Xibo in China,East Asia,43.5,81.5,#008000
HGDP01301,,Uygur,UygurHGDP;UygurSGDP,Uygur,Uygur in China,East Asia,44.0,81.0,#008000
HGDP01254,,Mozabite,MozabiteSGDP;MozabiteHGDP,Mozabite,Mozabite in Algeria,Middle East,32.0,3.0,#FFFF00
HGDP01313,,Dai,DaiHGDP;DaiSGDP,Dai,Dai in China,East Asia,21.0,100.0,#008000
HGDP01259,,Mozabite,MozabiteSGDP;MozabiteHGDP,Mozabite,Mozabite in Algeria,Middle East,32.0,3.0,#FFFF00
HGDP01318,,Lahu,LahuHGDP;LahuSGDP,Lahu,Lahu in China,East Asia,22.0,100.0,#008000
HGDP01261,,Mozabite,MozabiteSGDP;MozabiteHGDP,Mozabite,Mozabite in Algeria,Middle East,32.0,3.0,#FFFF00
HGDP01332,,She,SheHGDP;SheSGDP,She,She in China,East Asia,27.0,119.0,#008000
HGDP01266,,Mozabite,MozabiteSGDP;MozabiteHGDP,Mozabite,Mozabite in Algeria,Middle East,32.0,3.0,#FFFF00
HGDP01337,,Naxi,NaxiHGDP;NaxiSGDP,Naxi,Naxi in China,East Asia,26.0,100.0,#008000
HGDP01273,,Mozabite,MozabiteSGDP;MozabiteHGDP,Mozabite,Mozabite in Algeria,Middle East,32.0,3.0,#FFFF00
HGDP01349,,Tu,TuHGDP;TuSGDP,Tu,Tu in China,East Asia,36.0,101.0,#008000
HGDP01280,,Mozabite,MozabiteSGDP;MozabiteHGDP,Mozabite,Mozabite in Algeria,Middle East,32.0,3.0,#FFFF00
HGDP01351,,Tu,TuHGDP;TuSGDP,Tu,Tu in China,East Asia,36.0,101.0,#008000
HGDP01285,,Mandenka,MandenkaHGDP;MandenkaSGDP,Mandenka,Mandenka in Senegal,Africa,12.0,-12.0,#800080
HGDP01356,,Tu,TuHGDP;TuSGDP,Tu,Tu in China,East Asia,36.0,101.0,#008000
HGDP01292,,CHB,CHB;HanHGDP;HanSGDP;NorthernHanHGDP,Han Chinese,"Han Chinese in Beijing, China",East Asia,39.916666,116.383333,#008000
HGDP01279,,Mozabite,MozabiteSGDP;MozabiteHGDP,Mozabite,Mozabite in Algeria,Middle East,32.0,3.0,#FFFF00
HGDP01386,,Adygei,AdygeiHGDP;AdygeiSGDP,Adygei,"Adygei in Caucasus, Russia",West Eurasia,44.0,39.0,#0000FF
HGDP01293,,CHB,CHB;HanHGDP;HanSGDP;NorthernHanHGDP,Han Chinese,"Han Chinese in Beijing, China",East Asia,39.916666,116.383333,#008000
HGDP01398,,Adygei,AdygeiHGDP;AdygeiSGDP,Adygei,"Adygei in Caucasus, Russia",West Eurasia,44.0,39.0,#0000FF
HGDP01406,,Bantu,BantuHereroSGDP;BantuKenyaHGDP;BantuSouthAfricaHGDP;BantuKenyaSGDP;BantuTswanaSGDP,Bantu Herero,Bantu Herero in Botswana Or Namibia,Africa,-22.0,19.0,#800080
HGDP01413,,Bantu,BantuHereroSGDP;BantuKenyaHGDP;BantuSouthAfricaHGDP;BantuKenyaSGDP;BantuTswanaSGDP,Bantu Herero,Bantu Herero in Botswana Or Namibia,Africa,-22.0,19.0,#800080
HGDP01418,,Bantu,BantuHereroSGDP;BantuKenyaHGDP;BantuSouthAfricaHGDP;BantuKenyaSGDP;BantuTswanaSGDP,Bantu Herero,Bantu Herero in Botswana Or Namibia,Africa,-22.0,19.0,#800080
HGDP01362,,Basque,BasqueHGDP;BasqueSGDP,Basque,Basque in France,West Eurasia,43.0,0.0,#0000FF
HGDP01367,,Basque,BasqueHGDP;BasqueSGDP,Basque,Basque in France,West Eurasia,43.0,0.0,#0000FF
HGDP01374,,Basque,BasqueHGDP;BasqueSGDP,Basque,Basque in France,West Eurasia,43.0,0.0,#0000FF
HGDP01379,,Basque,BasqueHGDP;BasqueSGDP,Basque,Basque in France,West Eurasia,43.0,0.0,#0000FF
HGDP01381,,Adygei,AdygeiHGDP;AdygeiSGDP,Adygei,"Adygei in Caucasus, Russia",West Eurasia,44.0,39.0,#0000FF
HGDP01300,,Uygur,UygurHGDP;UygurSGDP,Uygur,Uygur in China,East Asia,44.0,81.0,#008000
HGDP01305,,Uygur,UygurHGDP;UygurSGDP,Uygur,Uygur in China,East Asia,44.0,81.0,#008000
HGDP01317,,Lahu,LahuHGDP;LahuSGDP,Lahu,Lahu in China,East Asia,22.0,100.0,#008000
HGDP01329,,She,SheHGDP;SheSGDP,She,She in China,East Asia,27.0,119.0,#008000
HGDP01189,,Miao,MiaoHGDP;MiaoSGDP,Miao,Miao in China,East Asia,28.0,109.0,#008000
HGDP01196,,Miao,MiaoHGDP;MiaoSGDP,Miao,Miao in China,East Asia,28.0,109.0,#008000
HGDP01204,,Oroqen,OroqenHGDP;OroqenSGDP,Oroqen,Oroqen in China,East Asia,50.4,126.5,#008000
HGDP01209,,Oroqen,OroqenHGDP;OroqenSGDP,Oroqen,Oroqen in China,East Asia,50.4,126.5,#008000
HGDP01177,,Bergamo,BergamoSGDP;BergamoItalianHGDP,Bergamo,Bergamo in Italy(Bergamo),West Eurasia,46.0,10.0,#0000FF
HGDP01184,,Yi,YiHGDP;YiSGDP,Yi,Yi in China,East Asia,28.0,103.0,#008000
HGDP01216,,Daur,DaurHGDP;DaurSGDP,Daur,Daur in China,East Asia,48.5,124.0,#008000
HGDP01230,,Mongola,MongolaSGDP;MongolianHGDP,Mongola,Mongola in China,East Asia,45.0,111.0,#008000
HGDP01331,,She,SheHGDP;SheSGDP,She,She in China,East Asia,27.0,119.0,#008000
HGDP01336,,She,SheHGDP;SheSGDP,She,She in China,East Asia,27.0,119.0,#008000
HGDP01348,,Tu,TuHGDP;TuSGDP,Tu,Tu in China,East Asia,36.0,101.0,#008000
HGDP00001,,Brahui,BrahuiHGDP;BrahuiSGDP,Brahui,Brahui in Pakistan,South Asia,30.5,66.5,#FFA500
HGDP00392,,Burusho,BurushoHGDP;BurushoSGDP,Burusho,Burusho in Pakistan,South Asia,36.5,74.0,#FFA500
HGDP00397,,Burusho,BurushoHGDP;BurushoSGDP,Burusho,Burusho in Pakistan,South Asia,36.5,74.0,#FFA500
HGDP00412,,Burusho,BurushoHGDP;BurushoSGDP,Burusho,Burusho in Pakistan,South Asia,36.5,74.0,#FFA500
HGDP00417,,Burusho,BurushoHGDP;BurushoSGDP,Burusho,Burusho in Pakistan,South Asia,36.5,74.0,#FFA500
HGDP00450,,Mbuti,MbutiSGDP;MbutiHGDP,Mbuti,Mbuti in Congo,Africa,1.0,29.0,#800080
HGDP00455,,Biaka,BiakaHGDP;BiakaSGDP,Biaka,Biaka in Central Africa Republic,Africa,4.0,17.0,#800080
HGDP00462,,Mbuti,MbutiSGDP;MbutiHGDP,Mbuti,Mbuti in Congo,Africa,1.0,29.0,#800080
HGDP00467,,Mbuti,MbutiSGDP;MbutiHGDP,Mbuti,Mbuti in Congo,Africa,1.0,29.0,#800080
HGDP00479,,Biaka,BiakaHGDP;BiakaSGDP,Biaka,Biaka in Central Africa Republic,Africa,4.0,17.0,#800080
HGDP00513,,French,FrenchHGDP;FrenchSGDP,French,French in France,West Eurasia,46.0,2.0,#0000FF
HGDP00518,,French,FrenchHGDP;FrenchSGDP,French,French in France,West Eurasia,46.0,2.0,#0000FF
HGDP00234,,Pathan,PathanHGDP;PathanSGDP,Pathan,Pathan in Pakistan,South Asia,33.5,70.5,#FFA500
HGDP00239,,Pathan,PathanHGDP;PathanSGDP,Pathan,Pathan in Pakistan,South Asia,33.5,70.5,#FFA500
HGDP00241,,Pathan,PathanHGDP;PathanSGDP,Pathan,Pathan in Pakistan,South Asia,33.5,70.5,#FFA500
HGDP00258,,Pathan,PathanHGDP;PathanSGDP,Pathan,Pathan in Pakistan,South Asia,33.5,70.5,#FFA500
HGDP00277,,Kalash,KalashHGDP;KalashSGDP,Kalash,Kalash in Pakistan,South Asia,36.0,71.5,#FFA500
HGDP00304,,Kalash,KalashHGDP;KalashSGDP,Kalash,Kalash in Pakistan,South Asia,36.0,71.5,#FFA500
HGDP00309,,Kalash,KalashHGDP;KalashSGDP,Kalash,Kalash in Pakistan,South Asia,36.0,71.5,#FFA500
HGDP00311,,Kalash,KalashHGDP;KalashSGDP,Kalash,Kalash in Pakistan,South Asia,36.0,71.5,#FFA500
HGDP00323,,Kalash,KalashHGDP;KalashSGDP,Kalash,Kalash in Pakistan,South Asia,36.0,71.5,#FFA500
HGDP00330,,Kalash,KalashHGDP;KalashSGDP,Kalash,Kalash in Pakistan,South Asia,36.0,71.5,#FFA500
HGDP00359,,Burusho,BurushoHGDP;BurushoSGDP,Burusho,Burusho in Pakistan,South Asia,36.5,74.0,#FFA500
HGDP00068,,Balochi,BalochiHGDP;BalochiSGDP,Balochi,Balochi in Pakistan,South Asia,30.5,66.5,#FFA500
HGDP00070,,Balochi,BalochiHGDP;BalochiSGDP,Balochi,Balochi in Pakistan,South Asia,30.5,66.5,#FFA500
HGDP00003,,Brahui,BrahuiHGDP;BrahuiSGDP,Brahui,Brahui in Pakistan,South Asia,30.5,66.5,#FFA500
HGDP00082,,Balochi,BalochiHGDP;BalochiSGDP,Balochi,Balochi in Pakistan,South Asia,30.5,66.5,#FFA500
HGDP00094,,Balochi,BalochiHGDP;BalochiSGDP,Balochi,Balochi in Pakistan,South Asia,30.5,66.5,#FFA500
HGDP00099,,Hazara,HazaraHGDP;HazaraSGDP,Hazara,Hazara in Pakistan,South Asia,33.5,70.0,#FFA500
HGDP00102,,Hazara,HazaraHGDP;HazaraSGDP,Hazara,Hazara in Pakistan,South Asia,33.5,70.0,#FFA500
HGDP00013,,Brahui,BrahuiHGDP;BrahuiSGDP,Brahui,Brahui in Pakistan,South Asia,30.5,66.5,#FFA500
HGDP00025,,Brahui,BrahuiHGDP;BrahuiSGDP,Brahui,Brahui in Pakistan,South Asia,30.5,66.5,#FFA500
HGDP00037,,Brahui,BrahuiHGDP;BrahuiSGDP,Brahui,Brahui in Pakistan,South Asia,30.5,66.5,#FFA500
HGDP00049,,Brahui,BrahuiHGDP;BrahuiSGDP,Brahui,Brahui in Pakistan,South Asia,30.5,66.5,#FFA500
HGDP00056,,Balochi,BalochiHGDP;BalochiSGDP,Balochi,Balochi in Pakistan,South Asia,30.5,66.5,#FFA500
HGDP00183,,Sindhi,SindhiHGDP;SindhiSGDP,Sindhi,Sindhi in Pakistan,South Asia,25.5,69.0,#FFA500
HGDP00210,,Sindhi,SindhiHGDP;SindhiSGDP,Sindhi,Sindhi in Pakistan,South Asia,25.5,69.0,#FFA500
HGDP00222,,Pathan,PathanHGDP;PathanSGDP,Pathan,Pathan in Pakistan,South Asia,33.5,70.5,#FFA500
HGDP00140,,Makrani,MakraniHGDP;MakraniSGDP,Makrani,Makrani in Pakistan,South Asia,26.0,64.0,#FFA500
HGDP00145,,Makrani,MakraniHGDP;MakraniSGDP,Makrani,Makrani in Pakistan,South Asia,26.0,64.0,#FFA500
HGDP00169,,Sindhi,SindhiHGDP;SindhiSGDP,Sindhi,Sindhi in Pakistan,South Asia,25.5,69.0,#FFA500
HGDP00171,,Sindhi,SindhiHGDP;SindhiSGDP,Sindhi,Sindhi in Pakistan,South Asia,25.5,69.0,#FFA500
